Recipient,Supplier,Year of order, ,Number ordered,0.1,Weapon designation,Weapon description,Number delivered,0.2,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
ANG,Spain,1991,,4,,Alcotan-30,patrol craft,4,,1993; 1994,New,$50 m deal; Angolan designation Mandume,5.6,22.4,22.4
ANG,Spain,1985,,8,,C-212,transport aircraft,8,,1985; 1986,New,C-212-200 version,3.8,30.4,30.4
ANG,Spain,1988,,4,,C-212,transport aircraft,4,,1989,New,C-212-300 version,3.8,15.2,15.2
ANG,Spain,1990,?,2,,C-212MP,maritime patrol aircraft,2,?,1994,New,C-212-300 Patrullero version; status uncertain,6.25,12.5,12.5
ANG,Switzerland,1976,,4,,PC-6 Porter,light transport aircraft,4,,1976,New,,0.45,1.8,1.8
ANG,Switzerland,1981,,12,,PC-7 Turbo Trainer,trainer aircraft,12,,1982,New,Incl for use in combat role (against UNITA rebels),1.25,15,15
ANG,Switzerland,1986,?,8,?,PC-7 Turbo Trainer,trainer aircraft,8,?,1990,New,Incl for use in combat role (against UNITA rebels); status of last 2 uncertain,1.25,10,10
ANG,Switzerland,1986,,4,,PC-9,trainer aircraft,4,,1987,New,Incl for use in combat role (against UNITA rebels),1.65,6.6,6.6
ANG,United Kingdom,1978,?,20,?,BN-2 Islander,light transport aircraft,20,?,1979; 1980; 1981; 1982,New,BN-2A version; from Romanian production line,0.6,12,12
ANG,United Kingdom,1979,?,1,,F-27 Friendship,transport aircraft,1,,1979,Second hand,Second-hand; FH-227 version,3.4,3.4,3.4
ANG,United States,1986,,2,,APS-128,MP aircraft radar,2,?,1988,New,For 2 EMB-111 MP aircraft from Brazil,2.5,5,5
ANG,United States,1990,?,2,,APS-128,MP aircraft radar,2,?,1994,New,For 2 C-212 MP aircraft delivered from Spain,2.5,5,5
ANG,Soviet Union,1979,?,400,?,3M9,SAM,400,?,1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988,New,,0.12,48,48
ANG,Soviet Union,1983,?,20,?,9K31,mobile SAM system,20,?,1983; 1984; 1985; 1986,New,,1,20,20
ANG,Soviet Union,1986,?,12,?,9K31,mobile SAM system,12,?,1987; 1988,New,,1,12,12
ANG,Soviet Union,1983,?,1000,?,9M33,SAM,1000,?,1984; 1985; 1986; 1987; 1988,New,,0.1,100,100
ANG,Soviet Union,1984,?,750,?,9M37,SAM,750,?,1985; 1986,New,,0.06,45,45
ANG,Soviet Union,1982,?,12,?,An-12,transport aircraft,12,?,1983; 1984; 1985,Second hand,Second-hand,9.2,110.4,110.4
ANG,Soviet Union,1976,?,6,?,An-26,transport aircraft,6,,1977; 1978,New,Incl for use as bomber aircraft,8.5,51,51
ANG,Soviet Union,1979,?,17,?,An-26,transport aircraft,17,?,1980; 1981; 1982; 1983; 1984,New,Possibly incl for use as bomber aircraft,8.5,144.5,144.5
ANG,Soviet Union,1975,?,100,?,BM-21 Grad 122mm,self-propelled MRL,100,?,1975; 1976,New,Probably second-hand,0.6,60,60
ANG,Soviet Union,1988,?,10,?,-BMD 1.00,IFV,10,?,1988,Second hand,Probably second-hand,0.28,2.8,2.8
ANG,Soviet Union,1987,?,65,?,BMP-2,IFV,65,?,1987,New,,0.9,58.5,58.5
ANG,Soviet Union,1977,?,200,?,BRDM-2,reconnaissance AV,200,?,1977; 1978,New,,0.15,30,30
ANG,Soviet Union,1980,?,75,?,BRDM-2,reconnaissance AV,75,?,1981; 1982; 1983; 1984; 1985,Second hand,Second-hand,0.06,4.5,4.5
ANG,Soviet Union,1985,?,188,?,BRDM-2,reconnaissance AV,188,?,1986; 1987; 1988; 1989; 1990,Second hand,Second-hand,0.06,11.28,11.28
ANG,Soviet Union,1980,?,10,?,BRDM-2,tank destroyer,10,?,1982,New,9P133 version (with AT-3 missiles),0.8,8,8
ANG,Soviet Union,1980,?,50,?,BTR-152,APC,50,?,1980; 1981,Second hand,Second-hand,0.05,2.6,2.6
ANG,Soviet Union,1975,,32,,BTR-40,APC,32,,1975,Second hand,Second-hand,0.05,1.54,1.54
ANG,Soviet Union,1975,,92,?,BTR-50,APC,92,?,1975,Second hand,Second-hand,0.1,9.2,9.2
ANG,Soviet Union,1975,?,74,?,BTR-60PB,APC,74,?,1975; 1976,New,,0.25,18.5,18.5
ANG,Soviet Union,1980,?,175,?,BTR-60PB,APC,175,?,1981; 1982; 1983; 1984; 1985,Second hand,Probably second-hand; incl BTR-60PU command post version; possibly incl some BTR-50P APC,0.1,17.5,17.5
ANG,Soviet Union,1987,,250,,BTR-60PB,APC,250,?,1987; 1988,Second hand,Probably second-hand; incl BTR-60PU command post version,0.1,25,25
ANG,Soviet Union,1981,?,40,?,D-30 122mm,towed gun,40,?,1983,New,,0.35,14,14
ANG,Soviet Union,1985,?,200,?,D-30 122mm,towed gun,200,?,1986; 1987; 1988; 1989; 1990,Second hand,Probably second-hand,0.14,28,28
ANG,Soviet Union,1987,?,650,?,Fagot,anti-tank missile,650,?,1987,New,For BMP-2 IFVs,0.01,6.5,6.5
ANG,Soviet Union,1990,?,150,?,Igla-1,portable SAM,150,?,1990,New,,0.07,10.5,10.5
ANG,Soviet Union,1975,,150,?,K-13M,SRAAM,150,?,1975; 1976,New,For MiG-21MF combat aircraft,0.07,10.5,10.5
ANG,Soviet Union,1982,?,600,?,K-13M,SRAAM,600,?,1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989,New,For MiG-23ML; MiG-21MF/bis; Su-20/22 and Su-25 combat aircraft,0.07,42,42
ANG,Soviet Union,1983,,7,?,Kvadrat,SAM system,7,?,1983; 1984; 1985; 1986; 1987; 1988,New,,17.5,122.5,122.5
ANG,Soviet Union,1976,?,40,?,M-46 130mm,towed gun,40,?,1976,Second hand,Second-hand,0.26,10.4,10.4
ANG,Soviet Union,1986,?,72,?,M-46 130mm,towed gun,72,?,1986; 1987; 1988; 1989,Second hand,Second-hand,0.26,18.72,18.72
ANG,Soviet Union,1975,?,500,?,Malyutka,anti-tank missile,500,?,1975,New,,0.01,5,5
ANG,Soviet Union,1980,?,64,?,Mi-17,transport helicopter,64,?,1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988,New,,7.25,464,464
ANG,Soviet Union,1982,?,17,?,Mi-17,transport helicopter,17,?,1983; 1984; 1985; 1986,New,Mi-17 version,7.25,123.25,123.25
ANG,Soviet Union,1983,?,39,?,Mi-24D/Mi-25,combat helicopter,39,?,1984; 1985; 1986; 1987; 1988,New,Incl some Mi-24V version,8.25,321.75,321.75
ANG,Soviet Union,1983,?,17,?,MiG-21bis,fighter aircraft,17,?,1983; 1984; 1985,New,Possibly second-hand,12.5,212.5,212.5
ANG,Soviet Union,1975,,22,?,MiG-21MF,fighter aircraft,22,?,1975; 1976,Second hand,Second-hand; probably incl flown by Cuban pilots; incl some MiG-21U version,4.28,94.16,94.16
ANG,Soviet Union,1980,?,60,?,MiG-21MF,fighter aircraft,60,?,1980; 1983; 1984; 1985; 1986,Second hand,Second-hand,4.28,256.8,256.8
ANG,Soviet Union,1986,?,55,?,MiG-23ML,fighter aircraft,55,?,1986; 1987; 1988,New,No. may be up to 80,16,880,880
ANG,Soviet Union,1983,,32,?,Osa,mobile SAM system,32,?,1987; 1988,New,,10,320,320
ANG,Soviet Union,1975,,1,?,P-12,air search radar,1,?,1975,Second hand,Probably second-hand; aid; designation uncertain (reported as 'radar for use with fighter aircraft'),1.8,1.8,1.8
ANG,Soviet Union,1979,?,16,?,P-12,air search radar,16,?,1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988,New,For use with S-75 (SA-2) and S-125 (SA-3) SAM systems,4.5,72,72
ANG,Soviet Union,1983,?,4,?,P-12,air search radar,4,?,1984; 1985; 1986; 1987,New,Part of 4 SA-6b/2K12 Krug SAM regiments,4.5,18,18
ANG,Soviet Union,1980,?,16,?,P-15,air search radar,16,?,1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988,New,For use with S-75 (SA-2) and S-125 (SA-3) SAM systems,4.5,72,72
ANG,Soviet Union,1981,?,50,?,P-15U,anti-ship missile,50,?,1982; 1983,New,For Project-205M (Osa-2) FAC,0.7,35,35
ANG,Soviet Union,1985,?,7,?,P-35 Saturn,air search radar,7,?,1987; 1988,New,,5,35,35
ANG,Soviet Union,1983,,4,,P-40,air search radar,4,?,1984; 1987,New,,8,32,32
ANG,Soviet Union,1983,,12,,P-40,air search radar,12,?,1983; 1984; 1985; 1986; 1987; 1988,New,,8,96,96
ANG,Soviet Union,1983,,4,?,P-40,air search radar,4,?,1984; 1985; 1986; 1987,New,Part of 4 SA-6b/2K12 Krug SAM regiments,8,32,32
ANG,Soviet Union,1981,?,6,,Project-205,FAC,6,,1982; 1983,Second hand,Second-hand; Project-205M (Osa-2) version,17,102,102
ANG,Soviet Union,1976,?,5,,Project-206 Shtorm,FAC,5,,1977; 1978; 1981; 1983,Second hand,Second-hand,9,45,45
ANG,Soviet Union,1977,,3,,Project-771,landing ship,3,,1977; 1979,Second hand,Second-hand,8,24,24
ANG,Soviet Union,1979,?,25,?,PRV-11,height-finding radar,25,?,1980; 1982; 1983; 1984; 1985; 1986; 1987; 1988,New,For use with S-75 (SA-2) and S-125 (SA-3) SAM systems,4,100,100
ANG,Soviet Union,1983,,2,,PRV-9,height-finding radar,2,?,1984; 1987,New,,3.5,7,7
ANG,Soviet Union,1983,,6,,PRV-9,height-finding radar,6,?,1983; 1984; 1985; 1986; 1987; 1988,New,,3.5,21,21
ANG,Soviet Union,1983,,4,?,PRV-9,height-finding radar,4,?,1984; 1985; 1986; 1987,New,Part of 4 SA-6b/2K12 Krug SAM regiments,3.5,14,14
ANG,Soviet Union,1975,?,68,?,PT-76,light tank,68,?,1975,Second hand,Second-hand,0.36,24.48,24.48
ANG,Soviet Union,1985,?,200,?,R-23,SRAAM,199,?,1986; 1987; 1988,New,For MiG-23MF combat aircraft; ordered to counter South African  operations over Angola,0.12,24,23.88
ANG,Soviet Union,1986,?,300,?,R-60,SRAAM,300,?,1986; 1987; 1988; 1989; 1990,New,For MiG-23ML; MiG-21bis and Su-22 combat aircraft; ordered to counter South African operations over Angola,0.09,27,27
ANG,Soviet Union,1980,?,3,?,S-125 Pechora,SAM system,3,?,1981; 1983; 1985,New,,17.5,52.5,52.5
ANG,Soviet Union,1976,,2,,S-75 Dvina,SAM system,2,?,1976; 1977,New,,17.87,35.74,35.74
ANG,Soviet Union,1983,?,300,?,Strela-1,SAM,300,?,1983; 1984; 1985; 1986,New,,0.06,18,18
ANG,Soviet Union,1986,?,200,?,Strela-1,SAM,200,?,1987; 1988,New,,0.06,12,12
ANG,Soviet Union,1984,?,30,?,Strela-10,mobile SAM system,30,?,1985; 1986,New,,1.25,37.5,37.5
ANG,Soviet Union,1975,?,1000,?,Strela-2,portable SAM,1000,?,1975; 1976,New,,0.04,40,40
ANG,Soviet Union,1987,?,300,?,Strela-3,portable SAM,300,?,1987,New,,0.06,18,18
ANG,Soviet Union,1980,?,40,?,SU-100,tank destroyer,40,?,1981,Second hand,Second-hand,0.4,16,16
ANG,Soviet Union,1982,?,12,?,Su-20,FGA aircraft,12,?,1982; 1983,New,Su-20M version,12,144,144
ANG,Soviet Union,1988,?,16,?,Su-22,FGA aircraft,16,?,1989; 1990,New,Incl 2 Su-22UM-3 version,13,208,208
ANG,Soviet Union,1987,?,14,,Su-25,ground attack aircraft,14,,1988,New,Incl 2 Su-25UB version,11.5,161,161
ANG,Soviet Union,1975,?,80,,T-34-85,tank,80,?,1975,Second hand,Second-hand,0.38,30.4,30.4
ANG,Soviet Union,1975,?,150,?,T-54,tank,150,?,1975; 1977; 1978,Second hand,Second-hand; possibly incl T-55 version,0.44,66,66
ANG,Soviet Union,1987,?,100,?,T-55,tank,100,?,1987; 1988,Second hand,Supplier uncertain; probably Second-hand,0.5,50,50
ANG,Soviet Union,1980,?,175,?,T-62,tank,175,?,1981; 1982; 1983; 1984; 1985,Second hand,Second-hand,0.72,126,126
ANG,Soviet Union,1987,?,35,?,T-62,tank,35,?,1987,Second hand,Designation uncertain,0.72,25.2,25.2
ANG,Soviet Union,1987,?,100,?,T-62,tank,100,?,1987; 1988,Second hand,Second-hand,0.72,72,72
ANG,Soviet Union,1980,?,100,?,V-601,SAM,100,?,1981; 1983; 1985; 1987,New,,0.12,12,12
ANG,Soviet Union,1976,?,48,?,V-750,SAM,48,?,1976; 1977,New,For SA-2 SAM systems,0.12,5.76,5.76
ANG,Soviet Union,1979,?,4,?,Yak-40,transport aircraft,4,?,1979; 1980,New,In military use with civilian markings,9.2,36.8,36.8
ANG,Soviet Union,1977,?,20,?,ZSU-23-4 Shilka,self-propelled AA gun,20,?,1978; 1979,New,,7,140,140
ANG,Soviet Union,1980,?,30,?,ZSU-23-4 Shilka,self-propelled AA gun,30,?,1981; 1982; 1983,New,Possibly second-hand,7,210,210
ANG,Soviet Union,1975,?,40,?,ZSU-57-2,self-propelled AA gun,40,?,1975; 1976,Second hand,Second-hand,0.48,19.2,19.2
ANG,unknown supplier(s),1975,,8,?,M-3 VTT,APC,8,?,1975,Second hand,Possibly second-hand vehicles left behind after Portugese withdrawal at independence,0.06,0.51,0.51
ANG,unknown supplier(s),1975,,8,?,MiG-17,fighter aircraft,8,?,1975,Second hand,Second-hand,1.4,11.2,11.2
SAF,Soviet Union,1988,,6,?,Strela-2,portable SAM,6,?,1988,New,,0.04,0.24,0.24
BUI,Egypt,1981,?,6,?,Walid,APC,6,?,1982,New,,0.16,0.96,0.96
BUI,France,1982,,6,,AML,armoured car,6,?,1983,New,AML-60/12 version,0.7,4.2,4.2
BUI,France,1965,?,12,?,AML,armoured car,12,?,1966,New,AML-60 and AML-90 version,0.7,8.4,8.4
BUI,France,1982,,12,,AML-90 Lynx,armoured car,12,?,1983,New,,0.45,5.4,5.4
BUI,France,1969,?,3,,C-47 Skytrain,transport aircraft,3,,1969,Second hand,Second-hand; aid,1,3,3
BUI,France,1972,?,3,,Cessna-150/Cessna-152,trainer/light aircraft,3,,1973,New,FRA-150L version,0.08,0.24,0.24
BUI,France,1982,,9,,M-3 VTT,APC,9,?,1983,New,,0.16,1.44,1.44
BUI,France,1967,?,2,,SA-316B Alouette-3,light helicopter,2,,1967,New,Aid,0.9,1.8,1.8
BUI,France,1983,?,2,,SA-342 Gazelle,light helicopter,2,,1984,New,Aid; armed version (with 20mm gun),0.85,1.7,1.7
BUI,France,1981,?,2,,SA-342 Gazelle,light helicopter,2,,1982,New,Armed version (with 20mm gun),0.85,1.7,1.7
BUI,Germany,1966,?,1,,Do-27,light transport aircraft,1,,1966,Second hand,Supplier uncertain; second-hand,0.05,0.05,0.05
BUI,Italy,1981,?,3,,SF-260,trainer aircraft,3,,1981,New,Possibly SF-260W armed version,0.24,0.72,0.72
BUI,United Kingdom,1982,?,7,?,Shorland,APV,7,?,1982,New,,0.1,0.7,0.7
BUI,Soviet Union,1980,?,30,,BRDM-2,reconnaissance AV,30,?,1981,New,Possibly second-hand; supplier uncertain,0.15,4.5,4.5
BUI,Soviet Union,1980,?,16,?,BTR-40,APC,16,?,1980,Second hand,Second-hand; supplier uncertain,0.05,0.77,0.77
BUI,unknown supplier(s),1966,?,2,,SA-316B Alouette-3,light helicopter,2,,1966,Second hand,Second-hand,0.36,0.72,0.72
BUI,unknown supplier(s),1988,?,305,?,Strela-2,portable SAM,305,?,1989; 1990,New,Supplier possibly Soviet Union or Egypt,0.04,12.2,12.2
BEN,France,1984,,1,,AS-350/AS-550 Fennec,light helicopter,1,,1984,New,Aid,0.9,0.9,0.9
BEN,France,1983,,1,,AS-350/AS-550 Fennec,light helicopter,1,,1983,New,Aid,0.9,0.9,0.9
BEN,France,1985,,1,,AS-355/AS-555 Fennec,light helicopter,1,,1985,New,Aid; armed AS-355M version,1.3,1.3,1.3
BEN,France,1960,?,3,,MH-1521 Broussard,light aircraft,3,?,1964,Second hand,Second-hand; aid,0.15,0.46,0.46
BEN,France,1986,?,1,,Buffalo,APC,1,,1987,New,CP version,0.15,0.15,0.15
BEN,France,1982,,3,,C-47 Skytrain,transport aircraft,3,,1982,Second hand,Second-hand; aid,1,3,3
BEN,France,1960,?,2,?,C-47 Skytrain,transport aircraft,2,?,1961,Second hand,Second-hand; aid,1,2,2
BEN,France,1971,?,1,,C-47 Skytrain,transport aircraft,1,,1971,Second hand,Second-hand,1,1,1
BEN,France,1965,?,4,?,M-101A1 105mm,towed gun,4,?,1966,Second hand,Probably Second-hand,0.18,0.72,0.72
BEN,France,1963,?,15,?,M-8 Greyhound,armoured car,15,?,1964,Second hand,Second-hand,0.08,1.14,1.14
BEN,France,1960,?,1,,SA-313B Alouette-2,light helicopter,1,,1962,New,Aid,0.7,0.7,0.7
BEN,France,1986,?,10,?,VBL,APV,10,?,1987; 1988; 1989,New,,0.12,1.2,1.2
BEN,Germany,1985,?,2,,Do-128,light transport aircraft,2,,1985,New,,1,2,2
BEN,Gabon,1973,?,1,,C-47 Skytrain,transport aircraft,1,,1973,Second hand,Ex-Gabonese,1,1,1
BEN,Indonesia,1977,?,1,,F-27 Friendship,transport aircraft,1,,1978,New,F-27 Mk-600M version,8.5,8.5,8.5
BEN,Cote d'Ivoire,1971,?,1,,C-47 Skytrain,transport aircraft,1,,1971,Second hand,Ex-Cote d'Ivoire,1,1,1
BEN,United States,1970,?,1,,Cessna-337/O-2,light aircraft,1,,1970,New,Cessna-337D version,0.35,0.35,0.35
BEN,Soviet Union,1978,?,2,,An-26,transport aircraft,2,,1978,New,,8.5,17,17
BEN,Soviet Union,1982,?,14,?,BRDM-2,reconnaissance AV,14,?,1983,New,,0.15,2.1,2.1
BEN,Soviet Union,1978,,2,,Project-123,FAC,2,,1979,Second hand,Second-hand; probably aid; Project-123K version,2.8,5.6,5.6
BEN,Soviet Union,1981,?,20,?,PT-76,light tank,20,?,1982,Second hand,Supplier uncertain; second-hand,0.36,7.2,7.2
BFO,China,1984,?,4,?,Type-63 107mm,towed MRL,4,?,1985,New,,0.05,0.2,0.2
BFO,France,1974,?,15,,AML,armoured car,15,?,1975,New,Incl 2 AML-60-7 and 13 AML-90 version,0.7,10.5,10.5
BFO,France,1990,?,2,?,AS-350/AS-550 Fennec,light helicopter,2,?,1991,New,,0.9,1.8,1.8
BFO,France,1983,?,2,,AS365/AS565 Panther,helicopter,2,,1983,New,AS-365 version; incl for VIP transport,3.25,6.5,6.5
BFO,France,1964,,2,,MH-1521 Broussard,light aircraft,2,,1965,Second hand,Second-hand,0.15,0.3,0.3
BFO,France,1965,?,1,,MH-1521 Broussard,light aircraft,1,,1966,Second hand,Second-hand,0.15,0.15,0.15
BFO,France,1968,?,1,,C-47 Skytrain,transport aircraft,1,,1969,Second hand,Second-hand Air Force,1,1,1
BFO,France,1963,?,1,,C-47 Skytrain,transport aircraft,1,,1964,Second hand,Second-hand,1,1,1
BFO,France,1980,?,1,,Cessna-150/Cessna-152,trainer/light aircraft,1,?,1980,New,Cessna F-150F version,0.08,0.08,0.08
BFO,France,1977,,1,,Cessna-172,trainer/light aircraft,1,,1977,New,F-172N version,0.1,0.1,0.1
BFO,France,1968,?,1,,Commander,light transport aircraft,1,,1970,New,Commander-500B version,0.5,0.5,0.5
BFO,France,1974,?,8,?,M-101A1 105mm,towed gun,8,?,1975,Second hand,Second-hand,0.18,1.44,1.44
BFO,France,1960,?,4,?,M-20,reconnaissance AV,4,?,1961,Second hand,Second-hand; aid,0.06,0.24,0.24
BFO,France,1982,?,13,?,M-3 VTT,APC,13,?,1982; 1983,New,,0.16,2.08,2.08
BFO,France,1960,?,10,?,M-8 Greyhound,armoured car,10,?,1961,Second hand,Second-hand; aid,0.08,0.76,0.76
BFO,France,1975,?,2,,N-262 Fregate,transport aircraft,2,,1976,New,,3.75,7.5,7.5
BFO,France,1975,?,2,,SA-316B Alouette-3,light helicopter,2,,1975,New,,0.9,1.8,1.8
BFO,Italy,1986,?,4,,SF-260,trainer aircraft,4,,1986,New,SF-260W armed version,0.24,0.96,0.96
BFO,Libya,1983,,12,?,EE-9 Cascavel,armoured car,12,?,1983,New,Second-hand (but probably never used); aid,0.75,9,9
BFO,Libya,1984,?,12,?,EE-9 Cascavel,armoured car,12,?,1984,New,Second-hand (but probably never used); aid,0.75,9,9
BFO,Philippines,1986,?,6,,SF-260,trainer aircraft,6,,1986,Second hand,Second-hand; bought via Belgian company; SF-260W armed version,0.1,0.58,0.58
BFO,Russia,1992,?,1,?,Mi-17,transport helicopter,1,?,1993,New,Mi-17 version; supplier uncertain,7.25,7.25,7.25
BFO,United Kingdom,1970,?,30,?,Ferret,APV,30,?,1971,Second hand,Supplier uncertain; probably Second-hand,0.05,1.44,1.44
BFO,United Kingdom,1976,,1,,HS-748,transport aircraft,1,,1977,New,HS-748-2A/320 version; incl for government VIP transport,8.5,8.5,8.5
BFO,United Kingdom,1981,,1,,HS-748,transport aircraft,1,,1981,New,$7.7 m deal,8.5,8.5,8.5
BFO,United States,1969,?,1,,Cessna-337/O-2,light aircraft,1,,1969,New,,0.35,0.35,0.35
BFO,United States,1968,?,1,,Cessna-337/O-2,light aircraft,1,,1968,New,,0.35,0.35,0.35
BFO,Soviet Union,1988,?,2,?,Mi-8T,transport helicopter,2,?,1988,New,,6,12,12
BFO,unknown supplier(s),1990,?,1,,King Air,light transport aircraft,1,,1991,Second hand,Probably second-hand,1.14,1.14,1.14
BFO,unknown supplier(s),1985,?,1,?,MiG-17,fighter aircraft,1,?,1985,Second hand,Second-hand; MiG-17F version,1.4,1.4,1.4
BFO,unknown supplier(s),1986,?,25,?,Strela-2,portable SAM,25,?,1986,New,Possibly second-hand,0.04,1,1
BOT,Canada,1989,,7,?,aircraft engine,aircraft engine,7,?,1990,New,Pratt & Whitney Canada PT-6A-25A (750hp) turboprop; for 7 PC-7 trainer aircraft from Switzerland,0.35,2.45,2.45
BOT,France,1984,?,2,,AS-350/AS-550 Fennec,light helicopter,2,,1985,New,,0.9,1.8,1.8
BOT,France,1990,?,3,,AS-350/AS-550 Fennec,light helicopter,3,?,1995,New,,0.9,2.7,2.7
BOT,Israel,1991,?,8,?,RAM,APV,8,?,1991; 1992,New,RAM V-2 version,0.12,0.96,0.96
BOT,Kenya,1990,?,4,,Strikemaster,trainer/combat aircraft,4,?,1991; 1993,Second hand,Second-hand; Strikemaster Mk-87 version,1,4,4
BOT,Spain,1992,,2,,C-212,transport aircraft,2,,1993,New,C-212-300 version,3.8,7.6,7.6
BOT,Spain,1986,,2,,CN-235,transport aircraft,2,,1987; 1988,New,CN-235-100 version,9,18,18
BOT,Switzerland,1989,,7,,PC-7 Turbo Trainer,trainer aircraft,7,,1990,New,Incl for combat role,1.25,8.75,8.75
BOT,United Kingdom,1977,?,3,,BN-2 Islander,light transport aircraft,3,,1977; 1978,New,Armed BN-2 Defender version,0.6,1.8,1.8
BOT,United Kingdom,1979,?,3,,BN-2 Islander,light transport aircraft,3,,1979,New,Armed BN-2 Defender version,0.6,1.8,1.8
BOT,United Kingdom,1990,?,2,,BN-2 Islander,light transport aircraft,2,,1990,New,Armed BN-2 Defender version,0.6,1.2,1.2
BOT,United Kingdom,1980,,6,,Bulldog,trainer aircraft,6,,1980,New,Bulldog-130 version,0.24,1.44,1.44
BOT,United Kingdom,1991,?,25,?,Javelin,portable SAM,25,?,1992,New,Deal also incl 5 launchers,0.08,2,2
BOT,United Kingdom,1980,?,6,?,L-118 105mm,towed gun,6,?,1981,New,,0.6,3.6,3.6
BOT,United Kingdom,1980,?,10,?,Shorland,APV,10,?,1980,New,,0.1,1,1
BOT,United Kingdom,1978,,2,,Skyvan,light transport aircraft,2,,1979,New,,2.5,5,5
BOT,United Kingdom,1987,?,9,,Strikemaster,trainer/combat aircraft,9,?,1987; 1988,New,Second-hand Strikemaster Mk-83 version sold back to UK producer (by Kuwait) and rebuilt and sold to Botswana,2.5,22.5,22.5
BOT,United Kingdom,1984,,2,,BN-2 Trislander,light transport aircraft,2,,1985,New,,1.25,2.5,2.5
BOT,United States,1986,,4,?,aircraft engine,aircraft engine,4,?,1987; 1988,New,General Electric CT-7-9C3 (1750hp) turboprop for 2 CN-235 transport aircraft from Spain,0.5,2,2
BOT,United States,1988,,5,?,Bell-412,helicopter,5,,1988; 1990,New,From Canadian production line,5,25,25
BOT,United States,1978,?,2,,Cessna-150/Cessna-152,trainer/light aircraft,2,,1979,New,A-152 version,0.08,0.16,0.16
BOT,United States,1986,?,13,?,Commando V-150,APC,13,?,1987,New,Incl 2 ARV version,0.2,2.6,2.6
BOT,United States,1986,?,1,?,Commando V-150/90,armoured car,1,?,1987,New,,0.9,0.9,0.9
BOT,United States,1989,,8,?,M-167 Vulcan,AA gun,8,?,1989,New,Part of $8 m deal,0.4,3.2,3.2
BOT,United States,1989,,100,,BGM-71 TOW,anti-tank missile,100,,1989,New,BGM-71C ITOW version; deal worth $8 m incl 4 launchers and 8 M-167A1 AA guns,0.01,1,1
BOT,United States,1985,?,1,,TPS-63,air search radar,1,,1987,New,,5,5,5
BOT,Soviet Union,1981,?,30,?,BTR-60PB,APC,30,?,1981,Second hand,Second-hand,0.1,3,3
BOT,Soviet Union,1981,?,100,?,Strela-2,portable SAM,100,?,1981,New,,0.04,4,4
CAO,Canada,1970,?,2,?,DHC-4 Caribou,transport aircraft,2,?,1971,New,,3.75,7.5,7.5
CAO,Canada,1981,,2,,DHC-5 Buffalo,transport aircraft,2,,1981,New,,13.22,26.44,26.44
CAO,Canada,1982,,2,,DHC-5 Buffalo,transport aircraft,2,,1982,New,CAD24 m ($20 m) deal; incl for VIP transport,13.22,26.44,26.44
CAO,Canada,1985,,1,?,DHC-5 Buffalo,transport aircraft,1,?,1985,New,,13.22,13.22,13.22
CAO,China,1976,?,2,,Type-062,patrol craft,2,,1976,New,Shanghai-2 version; Cameronian designation Cap Cameroon,9,18,18
CAO,Egypt,1982,?,10,?,M-46 130mm,towed gun,10,?,1983,Second hand,Second-hand,0.26,2.6,2.6
CAO,France,1981,,6,,Alpha Jet,trainer/combat aircraft,6,,1984,New,Alpha Jet NGEA version; mainly for combat role,9,54,54
CAO,France,1985,?,1,,Alpha Jet,trainer/combat aircraft,1,,1986,New,,9,9,9
CAO,France,1960,?,3,,MH-1521 Broussard,light aircraft,3,,1961,Second hand,Second-hand; gift,0.15,0.46,0.46
CAO,France,1966,?,4,,MH-1521 Broussard,light aircraft,4,,1967,Second hand,Second-hand,0.15,0.61,0.61
CAO,France,1965,?,4,?,C-47 Skytrain,transport aircraft,4,,1965; 1966; 1967; 1968,Second hand,Second-hand Air Force; aid,1,4,4
CAO,France,1978,,2,,CM-170 Magister,trainer aircraft,2,,1979,Second hand but modernized,Second-hand but modernized before delivery,0.66,1.32,1.32
